rank,repro_id,family,closure_status,owner,oracle_status,oracle_path,oracle_us,best_compile_us,memcopy_sol_us,launch_adjusted_gap,priority_score_3us,inductor_gap_close_track,gating_strategy,next_action,notes,writeup_path
804,var_mean_5fa359332f2e,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,13.120000250637531,8.927999995648861,1.09993295233262,0.6619878502105075,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
805,sum_sum_2778c0896f68,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,26.62399969995021,11.103999800980093,1.0199203150066911,0.656056767619911,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
806,mean_90c4736187a1,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,12.223999947309494,8.128000423312187,1.0984902482301568,0.6452632094158022,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
807,amax_sum_sum_b942094d64da,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,17.535999417304993,10.65600011497736,1.0528337713888656,0.632414712713221,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
808,sum_c93e126c2639,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,30.14400042593479,24.89599958062172,1.0805850616256345,0.6203514553287266,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
809,pointwise_83e53cefde12,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,16.543999314308167,12.160000391304491,1.0912928025910549,0.6147235436133293,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
810,var_mean_var_mean_99567a16bff5,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,73.44000041484833,66.3359984755516,1.0591900604235738,0.6023611027836826,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
811,sum_sum_bc10a7742387,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,12.06399966031313,8.063999935984612,1.0903832004803355,0.5811406003954636,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
812,any_amax_sum_c1a313554420,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,15.584000386297705,11.327999643981457,1.0876605788334055,0.5779769929300117,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
813,mean_var_2a871bf52561,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,26.048000901937485,21.183999255299568,1.0770758230249882,0.555840963058163,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
814,var_mean_e4d2655a5279,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,20.287999883294106,10.751999914646149,1.0271364910370675,0.4909875545165244,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
815,pointwise_2d7c924b96ca,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,34.55999866127968,24.63999949395657,1.0273483704269493,0.4490524539660284,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
816,pointwise_88280aa05d1d,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,45.184001326560974,39.77600112557411,1.056293251767922,0.442864452313723,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
817,sum_sum_sum_53917171ce11,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,48.06400090456009,29.440000653266907,1.0131534621142593,0.4412798997351952,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
818,pointwise_92179feb9407,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,19.328000023961067,15.104000456631184,1.0676093424910158,0.4354521033904523,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
819,var_mean_e53e1ab6f33f,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,11.839999817311764,8.063999935984612,1.070137372181582,0.4299827185811342,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
820,var_mean_c97d1570c0ff,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,40.92799872159958,35.74400022625923,1.0563699794183905,0.4267249668683549,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
821,var_mean_2f98fd23fbea,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,20.51199972629547,11.04000024497509,1.023552868041443,0.4218391258629024,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
822,mean_var_mean_3c4ea6d8f342,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,17.27999933063984,10.688000358641148,1.0354745301579618,0.4103211180477357,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
823,var_mean_d6e662ef37f6,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,14.015999622642994,10.17600018531084,1.0637522332664069,0.3879991330314585,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
824,sum_2e0e9617102b,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,49.02400076389313,43.74400153756142,1.0487762953819777,0.3748387722908816,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
825,var_mean_f58b743b2264,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,12.28800043463707,8.576000109314919,1.061506592829869,0.3694379889481209,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
826,var_mean_8e122e47d0a5,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,40.64000025391579,35.711999982595444,1.0498036854770396,0.3595556231661363,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
827,var_mean_bbc2387d0095,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,11.776000261306764,8.128000423312187,1.0582314713645296,0.346600355899517,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
828,sum_sum_sum_559e754b2ff4,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,17.472000792622566,8.1599997356534,1.0181818800568463,0.3427031516477166,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
829,pointwise_fc46ae4ec316,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,11.90400030463934,8.25599953532219,1.0575693670991788,0.3421001307728054,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
830,mean_587989b55df0,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,13.919999822974203,10.17600018531084,1.05646627407404,0.3362793478070852,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
831,var_mean_bccbe164e3a1,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,40.51199927926064,35.679999738931656,1.0473629667190782,0.3356840166353632,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
832,pointwise_5f115aa13d72,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,21.91999927163124,15.29600005596876,1.0293012403278796,0.3239138224450216,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
833,pointwise_c7938e4bf86d,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,19.45599913597107,15.48799965530634,1.052358259341859,0.3185340174984234,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
834,sum_sum_07989f9f05c5,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,22.39999920129776,13.024000450968742,1.0170722276893378,0.2941536081898296,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
835,var_mean_cdecf7775405,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,20.191999152302746,16.256000846624374,1.048608135881052,0.2927909146632727,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
836,var_mean_42b3beb8ea30,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,12.38400023430586,8.799999952316284,1.0494915495211454,0.2878548969750735,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
837,mean_1b78c675fe8a,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,13.856000266969204,10.208000428974628,1.0490611611862948,0.2856451767357896,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
838,var_mean_640a50e812af,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,12.35199999064207,8.832000195980072,1.043948595845922,0.2516448252698572,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
839,var_mean_a829696594a0,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,18.144000321626663,14.399999752640724,1.0427586539978555,0.2480674850697928,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
840,amax_sum_66dc4fac757d,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,13.567999936640264,10.048000141978264,1.0398528348408769,0.2253157438726952,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
841,pointwise_85c62511d369,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,24.2880005389452,20.416000857949257,1.037239479375058,0.2184737936836791,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
842,var_mean_25898f81ca4d,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,16.1920003592968,9.8879998549819,1.0191339694794608,0.2163056612238327,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
843,pointwise_c2dc9d900d36,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,10.975999757647514,7.584000006318092,1.0370370135199751,0.2090618891919559,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
844,pointwise_106406131986,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,15.71200042963028,12.160000391304491,1.0364116110869237,0.2040874408220918,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
845,var_mean_bc6eb324bf67,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,17.152000218629837,13.567999936640264,1.0352486892939958,0.1974906517964039,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
846,sum_sum_230671a8764d,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,queued,,,20.38400061428547,11.168000288307669,1.0107100517101355,0.18750261290269,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
847,mean_686b5dbfcafc,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,14.879999682307243,11.42400037497282,1.031613927861901,0.1738755289795898,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
848,var_mean_fbcfb4ae8581,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,39.77600112557411,35.679999738931656,1.028335092917266,0.1718339882396157,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
849,pointwise_e9c1c1b94d9e,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,28.736000880599025,24.927999824285507,1.0289315762459614,0.1657146908576784,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
850,var_mean_68f956ca0908,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,15.135999768972397,8.927999995648861,1.0139335325150165,0.1584074357289675,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
851,mean_var_mean_9d590f58ecc9,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,17.24799908697605,11.008000001311302,1.0141109528249204,0.1554897991858127,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
852,var_mean_e5cd7a30f952,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,11.96799986064434,8.63999966531992,1.0281787117487349,0.1541859716484503,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
853,sum_bd2fed913c26,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,30.527999624609947,21.247999742627144,1.0092568065447387,0.1463856251300649,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
854,var_mean_9af0513b0d3e,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,11.96799986064434,8.671999908983707,1.0253598315600403,0.1375646209299991,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
855,var_mean_fb5b7bc4d7e5,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,12.160000391304491,8.86400043964386,1.0249494218384838,0.1350095494285265,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
856,sum_mean_6ea3cb4a159b,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,11.19999960064888,8.00000037997961,1.018181746705507,0.0970849631329828,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
857,sum_sum_02504147c9db,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,27.48800069093704,21.247999742627144,1.008808020793337,0.0891543387205979,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
858,pointwise_14c6968f5870,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,21.47199958562851,15.29600005596876,1.0082644407023478,0.0861169421189604,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
859,var_mean_e74dde6c3e2b,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,22.36800082027912,19.00799944996833,1.0163577507864443,0.0845389847117197,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
860,pointwise_ca25949bc9c4,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,20.479999482631683,17.152000218629837,1.0162762634201752,0.0839149543701006,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
861,mean_00c6f66d2b16,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,14.08000010997057,10.912000201642511,1.012075898928482,0.0617789034996275,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
862,pointwise_c04d168ffc54,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,11.711999773979189,8.576000109314919,1.0117484159796122,0.0611468910464671,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
863,amax_sum_c147ef68d8e3,online_softmax_cross_entropy,needs_canonical_oracle,backlog,queued,,,19.26399953663349,10.208000428974628,1.0029154053731897,0.0513067726201321,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
864,pointwise_002b387bc089,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,28.54399941861629,25.34399926662445,1.007056172635008,0.034308684513773,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
865,sum_ab7572b27d2c,multi_output_reduction_templates,needs_canonical_oracle,backlog,queued,,,26.65599994361401,17.59999990463257,1.00210526463091,0.0335375767216664,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
866,var_mean_899b2afef412,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,22.27200008928776,19.16800066828728,1.0046914208708615,0.0225191255171313,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
867,var_mean_c9d97f0d1948,norm_template_canonicalization,needs_canonical_oracle,backlog,queued,,,16.383999958634377,13.311999849975107,1.0044139350981771,0.0215683737522367,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
868,pointwise_fe13a47e3f19,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,queued,,,31.615998595952988,28.54399941861629,1.002282499957637,0.0106175240666232,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,create canonical oracle scaffold,,
869,sum_12b455c3b1b0,structured_pool_upsample_backward_reduce,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,26.528000831604004,8.54399986565113,0.9993972636329076,0.0,structured scatter/upsample output-centric gather-reduce template,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
870,any_amax_sum_70169d16c71e,online_softmax_cross_entropy,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,29.503999277949333,26.528000831604004,0.9991871595442052,0.0,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
871,pointwise_2a606dbbfc3f,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,21.27999998629093,15.359999611973764,0.9962546991041148,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
872,sum_sum_bc46e8b5be67,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,19.936000928282738,11.04000024497509,0.994810413402144,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
873,pointwise_6e25de172ea8,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,22.175999358296394,16.287999227643013,0.994974880059772,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
874,amax_sum_sum_031b4da8fbb0,online_softmax_cross_entropy,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,13.952000066637993,8.0960001796484,0.9897843280948372,0.0,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
875,pointwise_f0dd9248187e,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,11.071999557316303,8.25599953532219,0.9836531640367896,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
876,var_mean_65e90900fd65,norm_template_canonicalization,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,12.032000347971916,9.247999638319016,0.9823645250877272,0.0,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
877,sum_b8db5e701976,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,27.55199931561947,18.78399960696697,0.9916498598247414,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
878,sum_196d0dc5c868,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,30.112000182271004,21.344000473618507,0.9923543274543116,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
879,var_mean_ab319cc25097,norm_template_canonicalization,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,15.32800029963255,12.575999833643436,0.984078098570904,0.0,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
880,sum_sum_09a845b95efe,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,19.711999222636223,10.975999757647514,0.9867841140261217,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
881,var_mean_2b4c7da7cf99,norm_template_canonicalization,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,19.84000019729137,17.152000218629837,0.984517664849466,0.0,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
882,pointwise_a2d8f03e6a24,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,20.22399939596653,17.535999417304993,0.9848071664301103,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
883,any_amax_sum_4a963b47b28d,online_softmax_cross_entropy,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,28.44800055027008,25.760000571608543,0.9891515989173356,0.0,online_softmax / partitioned scatter gated templates,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
884,pointwise_5d7c3bd1f499,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,9.8879998549819,7.327999919652939,0.9573973597895008,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
885,var_mean_b9134215f891,norm_template_canonicalization,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,19.711999222636223,17.152000218629837,0.97816588967745,0.0,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
886,sum_214ee1a84aa5,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,29.823999851942062,21.27999998629093,0.9849405503779616,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
887,sum_sum_3c5efeeb4188,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,8.960000239312649,6.496000103652477,0.9435551960310462,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
888,sum_43bbf21a2e59,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,12.319999746978285,9.855999611318111,0.9583074143944476,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
889,sum_sum_ae22004e3b1e,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,22.84800074994564,17.40800030529499,0.9760765743316112,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
890,sum_sum_sum_96fb8a704ae4,multi_output_reduction_templates,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,24.60799925029277,13.27999960631132,0.973417707022006,0.0,multi-output reduction fusion / scalar accumulators / R0_BLOCK tuning,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
891,pointwise_2cc7c346a6db,layout_indexing_stencil_fusion,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,15.263999812304974,12.992000207304956,0.9544772145095748,0.0,slice_scatter/select_scatter elision and stencil canonicalization,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
892,var_mean_c564fa4c6115,norm_template_canonicalization,needs_canonical_oracle,backlog,deprioritized_launch_floor,,,17.40800030529499,15.200000256299973,0.9564835197883677,0.0,norm/pool composite template recovery,measure forced persistent+looped+coordinate-descent; gate by pattern/shape when a faster path regresses siblings,defer,,
