queue_rank,repro_dir,pattern_hash,kind,family,n_points,n_models,total_occurrences,old_oracle_candidates,status,owner,notes
1342,sum_sum_de4088ac89ce,de4088ac89ce,reduction,reduction_general,1,2,1,,unclaimed,,
1343,sum_sum_deb15e5bd8f2,deb15e5bd8f2,reduction,reduction_general,1,2,1,,unclaimed,,
1344,sum_sum_e5ed56d5d094,e5ed56d5d094,reduction,reduction_general,1,2,1,,unclaimed,,
1345,sum_sum_e62c5b3ab99a,e62c5b3ab99a,reduction,reduction_general,1,2,1,,unclaimed,,
1346,sum_sum_e63d697b2838,e63d697b2838,reduction,reduction_general,1,2,1,,unclaimed,,
1347,sum_sum_e889c9d3e84e,e889c9d3e84e,reduction,reduction_general,1,1,1,,unclaimed,,
1348,sum_sum_ed2e3f6639e7,ed2e3f6639e7,reduction,reduction_general,1,2,1,,unclaimed,,
1349,sum_sum_f0e3bbdfb32f,f0e3bbdfb32f,reduction,reduction_general,1,2,1,,unclaimed,,
1350,sum_sum_f1989c7d123c,f1989c7d123c,reduction,multi_output_reduction_templates,1,1,1,sum_sum_666d023699ba,unclaimed,,
1351,sum_sum_f7157664c88b,f7157664c88b,reduction,reduction_general,1,2,1,,unclaimed,,
1352,sum_sum_f9d7470ca796,f9d7470ca796,reduction,reduction_general,1,1,1,,unclaimed,,
1353,sum_sum_fa3f320d4dca,fa3f320d4dca,reduction,reduction_general,1,2,1,,unclaimed,,
1354,sum_sum_fdba1485ca74,fdba1485ca74,reduction,reduction_general,1,2,1,,unclaimed,,
1355,sum_sum_sum_04b57f7e083d,04b57f7e083d,reduction,scatter_gather,1,2,1,,unclaimed,,
1356,sum_sum_sum_0931873d4f42,0931873d4f42,reduction,scatter_gather,1,2,1,,unclaimed,,
1357,sum_sum_sum_0a8714a3041e,0a8714a3041e,reduction,reduction_general,1,2,1,,unclaimed,,
1358,sum_sum_sum_0c3a6fa20cd5,0c3a6fa20cd5,reduction,scatter_gather,1,2,1,,unclaimed,,
1359,sum_sum_sum_0db891d3a1f0,0db891d3a1f0,reduction,reduction_general,1,1,1,,unclaimed,,
1360,sum_sum_sum_0e08b9d50286,0e08b9d50286,reduction,scatter_gather,1,1,1,,unclaimed,,
1361,sum_sum_sum_108c41706eb6,108c41706eb6,reduction,reduction_general,1,2,1,,unclaimed,,
1362,sum_sum_sum_12f47639e40c,12f47639e40c,reduction,scatter_gather,1,1,1,,unclaimed,,
1363,sum_sum_sum_140a28e119af,140a28e119af,reduction,scatter_gather,1,1,1,,unclaimed,,
1364,sum_sum_sum_1a0060cd26d5,1a0060cd26d5,reduction,scatter_gather,1,1,1,,unclaimed,,
1365,sum_sum_sum_1a561863a1c6,1a561863a1c6,reduction,reduction_general,1,2,1,,unclaimed,,
1366,sum_sum_sum_200f6e0136dd,200f6e0136dd,reduction,scatter_gather,1,2,1,,unclaimed,,
1367,sum_sum_sum_2261b2f5694a,2261b2f5694a,reduction,reduction_general,1,1,1,,unclaimed,,
1368,sum_sum_sum_23b40b0be2a8,23b40b0be2a8,reduction,reduction_general,1,2,1,,unclaimed,,
1369,sum_sum_sum_23c53e2c6899,23c53e2c6899,reduction,reduction_general,1,1,1,,unclaimed,,
1370,sum_sum_sum_275ca61fceb8,275ca61fceb8,reduction,reduction_general,1,2,1,,unclaimed,,
1371,sum_sum_sum_2f5510748eeb,2f5510748eeb,reduction,scatter_gather,1,1,1,,unclaimed,,
1372,sum_sum_sum_301d492a313d,301d492a313d,reduction,scatter_gather,1,1,1,,unclaimed,,
1373,sum_sum_sum_31ea6dc807dd,31ea6dc807dd,reduction,reduction_general,1,1,1,,unclaimed,,
1374,sum_sum_sum_35862d55d69b,35862d55d69b,reduction,reduction_general,1,2,1,,unclaimed,,
1375,sum_sum_sum_3cac3bbf4e8f,3cac3bbf4e8f,reduction,multi_output_reduction_templates,1,1,1,sum_sum_sum_5bff1ad7f52a,unclaimed,,
1376,sum_sum_sum_3d8e3038c144,3d8e3038c144,reduction,reduction_general,1,1,1,,unclaimed,,
1377,sum_sum_sum_456d637a9bc7,456d637a9bc7,reduction,reduction_general,1,1,1,,unclaimed,,
1378,sum_sum_sum_46c77e1ef34a,46c77e1ef34a,reduction,reduction_general,1,1,1,,unclaimed,,
1379,sum_sum_sum_4aae5698dd79,4aae5698dd79,reduction,scatter_gather,1,1,1,,unclaimed,,
1380,sum_sum_sum_4ce9013c6e0d,4ce9013c6e0d,reduction,scatter_gather,1,1,1,,unclaimed,,
1381,sum_sum_sum_5008e7d7f793,5008e7d7f793,reduction,reduction_general,1,2,1,,unclaimed,,
1382,sum_sum_sum_51b3bd5aa388,51b3bd5aa388,reduction,reduction_general,1,2,1,,unclaimed,,
1383,sum_sum_sum_57057d0973c9,57057d0973c9,reduction,scatter_gather,1,2,1,,unclaimed,,
1384,sum_sum_sum_59c5b1609d60,59c5b1609d60,reduction,reduction_general,1,1,1,,unclaimed,,
1385,sum_sum_sum_603e69b709ae,603e69b709ae,reduction,reduction_general,1,2,1,,unclaimed,,
1386,sum_sum_sum_60a418792eff,60a418792eff,reduction,scatter_gather,1,1,1,,unclaimed,,
1387,sum_sum_sum_6178014c1a1b,6178014c1a1b,reduction,reduction_general,1,1,1,,unclaimed,,
1388,sum_sum_sum_66b9baf8b40f,66b9baf8b40f,reduction,scatter_gather,1,1,1,sum_sum_sum_995d991d6527,unclaimed,,
1389,sum_sum_sum_6b160090a678,6b160090a678,reduction,scatter_gather,1,1,1,,unclaimed,,
1390,sum_sum_sum_7157158c7b49,7157158c7b49,reduction,scatter_gather,1,1,1,,unclaimed,,
1391,sum_sum_sum_748c3850ee18,748c3850ee18,reduction,reduction_general,1,1,1,,unclaimed,,
1392,sum_sum_sum_74f116312f8b,74f116312f8b,reduction,scatter_gather,1,2,1,,unclaimed,,
1393,sum_sum_sum_789f08ef70ab,789f08ef70ab,reduction,reduction_general,1,1,1,,unclaimed,,
1394,sum_sum_sum_79c321089383,79c321089383,reduction,scatter_gather,1,2,1,,unclaimed,,
1395,sum_sum_sum_7ab5c91b014a,7ab5c91b014a,reduction,reduction_general,1,2,1,,unclaimed,,
1396,sum_sum_sum_7c4a1a0a4d8d,7c4a1a0a4d8d,reduction,scatter_gather,1,2,1,,unclaimed,,
1397,sum_sum_sum_81f672a568a0,81f672a568a0,reduction,scatter_gather,1,1,1,,unclaimed,,
1398,sum_sum_sum_86e661f4be59,86e661f4be59,reduction,reduction_general,1,2,1,,unclaimed,,
1399,sum_sum_sum_8adea0bd8df9,8adea0bd8df9,reduction,reduction_general,1,1,1,,unclaimed,,
1400,sum_sum_sum_8f68a97a2af7,8f68a97a2af7,reduction,reduction_general,1,2,1,,unclaimed,,
1401,sum_sum_sum_9ab0961d1fd9,9ab0961d1fd9,reduction,scatter_gather,1,1,1,,unclaimed,,
1402,sum_sum_sum_9ae530fb77de,9ae530fb77de,reduction,reduction_general,1,2,1,,unclaimed,,
1403,sum_sum_sum_9b7df2917dda,9b7df2917dda,reduction,scatter_gather,1,1,1,,unclaimed,,
1404,sum_sum_sum_9cc696981073,9cc696981073,reduction,reduction_general,1,2,1,,unclaimed,,
1405,sum_sum_sum_9e1e02d0dd86,9e1e02d0dd86,reduction,scatter_gather,1,2,1,,unclaimed,,
1406,sum_sum_sum_9ed7c07e6072,9ed7c07e6072,reduction,reduction_general,1,2,1,,unclaimed,,
1407,sum_sum_sum_b703e5a31562,b703e5a31562,reduction,reduction_general,1,1,1,,unclaimed,,
1408,sum_sum_sum_b925d072e497,b925d072e497,reduction,reduction_general,1,1,1,,unclaimed,,
1409,sum_sum_sum_be519a2435f2,be519a2435f2,reduction,multi_output_reduction_templates,1,1,1,sum_sum_sum_fe2bec6738d1,unclaimed,,
1410,sum_sum_sum_be6b9442c621,be6b9442c621,reduction,scatter_gather,1,1,1,,unclaimed,,
1411,sum_sum_sum_c0d30ef6f9c5,c0d30ef6f9c5,reduction,scatter_gather,1,2,1,,unclaimed,,
1412,sum_sum_sum_c304a1364550,c304a1364550,reduction,reduction_general,1,1,1,,unclaimed,,
1413,sum_sum_sum_c3cfd4211c4e,c3cfd4211c4e,reduction,reduction_general,1,1,1,,unclaimed,,
1414,sum_sum_sum_cb474de4ede0,cb474de4ede0,reduction,scatter_gather,1,1,1,,unclaimed,,
1415,sum_sum_sum_d0b0dff4e37d,d0b0dff4e37d,reduction,reduction_general,1,2,1,,unclaimed,,
1416,sum_sum_sum_d8929373f4db,d8929373f4db,reduction,scatter_gather,1,2,1,,unclaimed,,
1417,sum_sum_sum_d90a5c698770,d90a5c698770,reduction,scatter_gather,1,2,1,,unclaimed,,
1418,sum_sum_sum_d915970dff62,d915970dff62,reduction,scatter_gather,1,1,1,,unclaimed,,
1419,sum_sum_sum_d9612b876341,d9612b876341,reduction,multi_output_reduction_templates,1,1,1,sum_sum_sum_e4f9a61a4b53,unclaimed,,
1420,sum_sum_sum_df15b46bd601,df15b46bd601,reduction,reduction_general,1,1,1,,unclaimed,,
1421,sum_sum_sum_e830fd414272,e830fd414272,reduction,reduction_general,1,1,1,,unclaimed,,
1422,sum_sum_sum_ecce309d13e3,ecce309d13e3,reduction,scatter_gather,1,1,1,,unclaimed,,
1423,sum_sum_sum_ed482d857957,ed482d857957,reduction,scatter_gather,1,1,1,,unclaimed,,
1424,sum_sum_sum_ed793bcaf7cf,ed793bcaf7cf,reduction,reduction_general,1,2,1,,unclaimed,,
1425,sum_sum_sum_ee5e53038768,ee5e53038768,reduction,reduction_general,1,2,1,,unclaimed,,
1426,sum_sum_sum_ef836df37d2d,ef836df37d2d,reduction,scatter_gather,1,1,1,,unclaimed,,
1427,sum_sum_sum_ef8c091a67f7,ef8c091a67f7,reduction,reduction_general,1,1,1,,unclaimed,,
1428,sum_sum_sum_f0df0905cd69,f0df0905cd69,reduction,scatter_gather,1,1,1,,unclaimed,,
1429,sum_sum_sum_f5be9899ede5,f5be9899ede5,reduction,scatter_gather,1,1,1,,unclaimed,,
1430,sum_sum_sum_f661eb9824cf,f661eb9824cf,reduction,reduction_general,1,2,1,,unclaimed,,
1431,sum_sum_sum_f6eef8c5a35a,f6eef8c5a35a,reduction,scatter_gather,1,2,1,,unclaimed,,
1432,sum_sum_sum_f7a87f05bdd2,f7a87f05bdd2,reduction,reduction_general,1,2,1,,unclaimed,,
1433,sum_sum_sum_fa89e02bc4cb,fa89e02bc4cb,reduction,reduction_general,1,2,1,,unclaimed,,
1434,sum_sum_sum_fe0f5ded79c5,fe0f5ded79c5,reduction,scatter_gather,1,1,1,,unclaimed,,
1435,var_mean_004f9a9ea198,004f9a9ea198,reduction,norm_template_canonicalization,1,1,1,~var_mean_32352a093910;~var_mean_7f6c23807d7b;~var_mean_c7f1676ab603,unclaimed,,
1436,var_mean_01fbd6c1b27f,01fbd6c1b27f,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1437,var_mean_02476d05a5a4,02476d05a5a4,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1438,var_mean_02f96287f24b,02f96287f24b,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1439,var_mean_05100ef55a7f,05100ef55a7f,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1440,var_mean_053e19629a39,053e19629a39,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1441,var_mean_06a6aec610f6,06a6aec610f6,reduction,norm_template_canonicalization,1,2,1,~var_mean_1c7b809d512d;~var_mean_6e34526980e4;~var_mean_9079d4d58779,unclaimed,,
1442,var_mean_06e60cb12bee,06e60cb12bee,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1443,var_mean_06f909d22a3a,06f909d22a3a,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1444,var_mean_07361cbc8321,07361cbc8321,reduction,unclassified_priority_gap,1,1,1,~var_mean_3dd5772aac72;~var_mean_54ad7896eb18;~var_mean_59d8965968f1,unclaimed,,
1445,var_mean_087d5b4f064d,087d5b4f064d,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1446,var_mean_08f6231329f7,08f6231329f7,reduction,norm_template_canonicalization,1,2,1,var_mean_2ceed1dd2572,unclaimed,,
1447,var_mean_0a4e6a5f43c5,0a4e6a5f43c5,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1448,var_mean_0af75aeb1fe2,0af75aeb1fe2,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1449,var_mean_0cf78904d48a,0cf78904d48a,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1450,var_mean_0d6f1eb6e0c6,0d6f1eb6e0c6,reduction,norm_template_canonicalization,1,1,1,~var_mean_0dc1c0150d30;~var_mean_0bb837cbf30a;~var_mean_6084e124876c,unclaimed,,
1451,var_mean_13c233a8b548,13c233a8b548,reduction,norm_template_canonicalization,1,1,1,~var_mean_89031f55973e,unclaimed,,
1452,var_mean_14955ed02f87,14955ed02f87,reduction,norm_template_canonicalization,1,2,1,var_mean_0990c69ae9bb,unclaimed,,
1453,var_mean_151f19ad7d23,151f19ad7d23,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1454,var_mean_168aa7e4d819,168aa7e4d819,reduction,reduction_var_mean,1,2,1,,unclaimed,,
1455,var_mean_1767f6da7869,1767f6da7869,reduction,norm_template_canonicalization,1,1,1,~var_mean_0dc1c0150d30,unclaimed,,
1456,var_mean_19d8f8be3ff8,19d8f8be3ff8,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1457,var_mean_1a0a7a562afd,1a0a7a562afd,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1458,var_mean_1a145147e436,1a145147e436,reduction,norm_template_canonicalization,1,1,1,~var_mean_2b4c7da7cf99,unclaimed,,
1459,var_mean_1a6ed6dd3962,1a6ed6dd3962,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1460,var_mean_1ba4f69ab18b,1ba4f69ab18b,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1461,var_mean_1c3bad3003cb,1c3bad3003cb,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1462,var_mean_1d57e5873892,1d57e5873892,reduction,norm_template_canonicalization,1,2,1,~var_mean_a5d43c43648a;~var_mean_26f78838cb62;~var_mean_792162dbb8a3,unclaimed,,
1463,var_mean_1e8c0ecafa26,1e8c0ecafa26,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1464,var_mean_1fc57d20f910,1fc57d20f910,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1465,var_mean_221aed5431d8,221aed5431d8,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1466,var_mean_232f8ebe7430,232f8ebe7430,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1467,var_mean_2336bccf950b,2336bccf950b,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1468,var_mean_25e302386921,25e302386921,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1469,var_mean_265507cb5c7e,265507cb5c7e,reduction,norm_template_canonicalization,1,1,1,~var_mean_32352a093910;~var_mean_7f6c23807d7b;~var_mean_c7f1676ab603,unclaimed,,
1470,var_mean_2b382ed802af,2b382ed802af,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1471,var_mean_2bd313f3c17f,2bd313f3c17f,reduction,norm_template_canonicalization,1,2,1,~var_mean_cdecf7775405,unclaimed,,
1472,var_mean_2edacc9b086b,2edacc9b086b,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1473,var_mean_30b31415eb6f,30b31415eb6f,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1474,var_mean_31311fcd2f9a,31311fcd2f9a,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1475,var_mean_32d451b71a93,32d451b71a93,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1476,var_mean_3321182dda49,3321182dda49,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1477,var_mean_33e99fe96c48,33e99fe96c48,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1478,var_mean_341e6399899d,341e6399899d,reduction,norm_template_canonicalization,1,1,1,~var_mean_0a0eec8ae477;~var_mean_36eed06607f1;~var_mean_c1b4aa89f4d6,unclaimed,,
1479,var_mean_34843aae637c,34843aae637c,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1480,var_mean_36eeffc6b53b,36eeffc6b53b,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1481,var_mean_36f97a977b42,36f97a977b42,reduction,norm_template_canonicalization,1,1,1,~var_mean_b6092fb107d0;~var_mean_810878ea0ac7;~var_mean_9ded65850d80,unclaimed,,
1482,var_mean_378513bb3108,378513bb3108,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1483,var_mean_37ea415cca37,37ea415cca37,reduction,norm_template_canonicalization,1,1,1,~var_mean_0a0eec8ae477;~var_mean_36eed06607f1;~var_mean_c1b4aa89f4d6,unclaimed,,
1484,var_mean_38960b5c159a,38960b5c159a,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1485,var_mean_38a1ef006479,38a1ef006479,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1486,var_mean_38c197b63b8b,38c197b63b8b,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1487,var_mean_38fe02d3252c,38fe02d3252c,reduction,norm_template_canonicalization,1,2,1,~var_mean_867f4204961b;~var_mean_87ad70406872;~var_mean_1c7b809d512d,unclaimed,,
1488,var_mean_3a0c8f02d6d5,3a0c8f02d6d5,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1489,var_mean_3bc311a8676a,3bc311a8676a,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1490,var_mean_3c54c00b2120,3c54c00b2120,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1491,var_mean_3c7707c0bb8a,3c7707c0bb8a,reduction,norm_template_canonicalization,1,1,1,var_mean_2ceed1dd2572,unclaimed,,
1492,var_mean_3d651d7390ce,3d651d7390ce,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1493,var_mean_3dd1f797edda,3dd1f797edda,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1494,var_mean_3e50d103dcec,3e50d103dcec,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1495,var_mean_3ebfdb9a8750,3ebfdb9a8750,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1496,var_mean_4073a74b3f1a,4073a74b3f1a,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1497,var_mean_4348a08765d9,4348a08765d9,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1498,var_mean_43610b02573d,43610b02573d,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1499,var_mean_43612b52e7fc,43612b52e7fc,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1500,var_mean_4425f695fc68,4425f695fc68,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1501,var_mean_445ed11aad0a,445ed11aad0a,reduction,norm_template_canonicalization,1,1,1,var_mean_327c3b97bf10;var_mean_d61716dfd9dd,unclaimed,,
1502,var_mean_476d7b53369e,476d7b53369e,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1503,var_mean_48fe94d26f82,48fe94d26f82,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1504,var_mean_4903d1ba689a,4903d1ba689a,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1505,var_mean_49c7455398cd,49c7455398cd,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1506,var_mean_4a268d7c766e,4a268d7c766e,reduction,norm_template_canonicalization,1,2,1,~var_mean_6d9f14e83fbb;~var_mean_a88cd01397d1;~var_mean_2f7685c1567b,unclaimed,,
1507,var_mean_4bfe478bb42f,4bfe478bb42f,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1508,var_mean_4d27c2372e22,4d27c2372e22,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1509,var_mean_4d35a0e593ab,4d35a0e593ab,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1510,var_mean_4d561d6ce269,4d561d6ce269,reduction,norm_template_canonicalization,1,1,1,~var_mean_2743dc883057,unclaimed,,
1511,var_mean_4e1d87b2095f,4e1d87b2095f,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1512,var_mean_4ebf42fea4f9,4ebf42fea4f9,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1513,var_mean_50316b328972,50316b328972,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1514,var_mean_51931b6418f0,51931b6418f0,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1515,var_mean_5275dc3e7227,5275dc3e7227,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ec780efd8cf;~var_mean_c5067e6e3750,unclaimed,,
1516,var_mean_5361f6c9de6c,5361f6c9de6c,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1517,var_mean_53e4de98e8f7,53e4de98e8f7,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1518,var_mean_545fa28a7068,545fa28a7068,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1519,var_mean_54fd2dc43b14,54fd2dc43b14,reduction,norm_template_canonicalization,1,1,1,~var_mean_12542e903d57;~var_mean_48d3414b7305,unclaimed,,
1520,var_mean_5545b90ce598,5545b90ce598,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1521,var_mean_56f70f193173,56f70f193173,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1522,var_mean_57d9fe10252a,57d9fe10252a,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1523,var_mean_592f69819372,592f69819372,reduction,norm_template_canonicalization,1,1,1,~var_mean_0dc1c0150d30;~var_mean_0bb837cbf30a;~var_mean_6084e124876c,unclaimed,,
1524,var_mean_5b08f93b3624,5b08f93b3624,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1525,var_mean_5b870e78f4a2,5b870e78f4a2,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1526,var_mean_5bc38bbfb644,5bc38bbfb644,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1527,var_mean_5c40fc7d02ca,5c40fc7d02ca,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1528,var_mean_5c94515647e9,5c94515647e9,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1529,var_mean_5d4968220975,5d4968220975,reduction,norm_template_canonicalization,1,2,1,~var_mean_b0e2cade591e;~var_mean_e44de9a60b6b;~var_mean_6f5e73770101,unclaimed,,
1530,var_mean_5e0db2d8059c,5e0db2d8059c,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1531,var_mean_5eb9caa7d36d,5eb9caa7d36d,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1532,var_mean_5ec2187b5869,5ec2187b5869,reduction,reduction_var_mean,1,2,1,,unclaimed,,
1533,var_mean_5fb45b3e5469,5fb45b3e5469,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1534,var_mean_5fe194ed50d0,5fe194ed50d0,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1535,var_mean_606094b5efa2,606094b5efa2,reduction,unclassified_priority_gap,1,2,1,~var_mean_1711c4ddc910;~var_mean_427eaae2cf58;~var_mean_8238dd59b2ec,unclaimed,,
1536,var_mean_6062715a375f,6062715a375f,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1537,var_mean_60be3c717aec,60be3c717aec,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1538,var_mean_61d05ec9e9df,61d05ec9e9df,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1539,var_mean_62d1a04fba6c,62d1a04fba6c,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1540,var_mean_62fd7229eda3,62fd7229eda3,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1541,var_mean_63cad2383953,63cad2383953,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1542,var_mean_65a49db8b126,65a49db8b126,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1543,var_mean_682d67dceecd,682d67dceecd,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1544,var_mean_692d2645772d,692d2645772d,reduction,norm_template_canonicalization,1,2,1,~var_mean_15e821204e82;~var_mean_3c8a0f3690b9;~var_mean_b95eb6ddfcc7,unclaimed,,
